text,label
giá  đội đi khuya xe hư đỡ khổ bao . hành động chia sẻ,1
chuẩn kiểm tra hình huhu buồn,2
bếp,1
rụng tim :loudly_khócing_face:,2
vẫy luyến tiếc họp đất việt nam,2
đừng ân nhẹ nhàng mày . xã hội bây bố thằng,0
mỉa mai cực cười,1
bao bắn trúng,2
trừ chết thể giải quyết cố gắng,0
thương xuân time tươi đẹp,1
mai tao đi ship . áp dụng .,1
"chồng , hihi",1
per vợ bếp ga mini bếp ga đôi haha,0
giả sử thằng túi lọ chửi,0
"mẹ tao sai tao lửa , tao  tờ giấy ,  tiếng lửa hihi",0
cười,1
per hôm lượt đứa nấu cơm,0
chả bù mặt lồn . đợi mãi . hy vọng bọn xấu bắt dĩa buồn,2
ng ta never buồn,2
thương vãi cười,1
chuột mèo sợ cười,1
hè .,1
per trời đụ cầu hôn . đẹp trai não,1
câu bịa hi vọng thoáng csgt việt nam haha,1
mày canh tao . muỗi hó hé liền ?,0
nghĩa . trẻ,2
trời . thương yêu yêu yêu yêu,1
cầu . dùm cảm ơn ! haha,0
địt cụ mày ngôn tình vãi,1
đất đi .khóc,2
thời thằng trai khả năng kinh tế nuôi bố mẹ kết hôn,0
"quan trọng , quan trọng",2
"ta , đời thú vị ta thú vị sống đời",0
chia lí vớ vẩn neu đăng đọc mãi .,2
kịch chuẩn mẹ,0
đời mệt mỏi . đi  chút drama,0
nóng tắm mát,0
facebok video buồn mua vui . cám ơn,1
per chữi ráng vui đi . hát miễn phí :rolling_on_the_floor_cườiing: chữi hạnh phúc . nguoi ngào,1
truyện . đi bình đoạn cầu giấy csgt thổi “ gạt chân chống . nhắc . đi đi “ haha hú hồn,1
đi,0
chán tán yêu haha,1
"chuỵ hoang sury lưu cẩm ly vui , ghét lắm yêu thương haha vui",1
"cưng trời , ảnh nha",1
"đéo , đọ",0
"tao kiếp tu thành tâm kiếp đời tao  trò đùa , hóa ghẻ lạnh . chán đời cười",2
thông minh vui vẻ,1
"ôi đời nỗi đời , chán",2
crush chạy bế dàng yêu cười,1
"chẳng giận chẳng bùng nỗ , nén .",0
yêu tao tao buồn,2
lo học sánh vai cường quốc  châu đi cưới chồng bây cười,1
tao,1
hạnh phúc cười,1
bọn nổi !,0
 ngựa tàu cỏ ngựa cỏ haha,0
hiền hung đấm trượt phát lào . :rolling_on_the_floor_cườiing:,0
đụ mẹ yêu vãi tao chăm mày,0
thử im lặng,0
đùa đấy buồn,2
yêu bố lắm vui bố mắng . đời la mắng vui,1
"hôm bữa  bình siro dâu tiếc , bình mật ong tiếc",2
đoạn nộp kiểm tra tức cười thầy cười,1
"má ,  tao ho   . tao dừng ho mày",0
xong sợ giật tao ngạc nhiên,1
tiền mua,0
thở đề văn haha,1
tao video kết . cán kêu tao quét dọn quét xong tao tiếp,0
""" tụi yêu hai , hội . chắn tặng đoá hồng đẹp """,1
chúc mừng,1
 thời gắn bó . xưa cực khổ,2
giá chất oke ổn .,0
ước sống má . yêu yêu,2
 sai lẽ cười,0
phim mấy man,1
per quan trọng hội sấu sếp vui vẻ,0
nuốt chuối tao cười tao ỉa,1
:loudly_khócing_face: sinh lão bệnh tử hẹn kiếp,2
tao đa khóc phim :loudly_khócing_face:,2
"mong nghèo sống , chúc  đời bình an",1
thương chả dỗi chi haha,1
"câu "" chớp "" :rolling_on_the_floor_cườiing:",1
yêu đi . thơ toàn nện mấy thằng trai . lớp toàn xếp chẳng giúp đỡ,2
phìm đôi sống hướng nội !,1
kiểu bóp dái nè,0
tận tan vỡ ?,2
"ngoái ghế , xe chạy đường",0
quan trọng đẹp trai . . lạ,0
"per bro , trừ bro bao cười - ",2
moá hồi hợp chờ main thắng dè thua mông huhu,2
hiền cáu im lặng ta lo lắng,0
buồn giúp . khổ thương,2
per ngó ngó chi đầu haha,0
"trọng đại đời . ta vợ khuyên , ngược thành công ?",1
cụ hihi,0
đau buồn,2
động lực phan gái,1
đẹp,0
nghĩa suy ngẫm,1
đi ngó ngang ngó dọc crush haha ngóng cổ hẳn mấy haha,1
mệt đồng nghiệp nhiệt tình vui vẻ đi hoài,1
amir khan đóng phim nao nghia het,1
chưng ngắn tao nhảy buồn rying_cat:,2
vỉa hè rộng thênh thang,0
bếp dầu xưa nghĩa,1
liết mắt cười cười,2
giận giải quyết . khẳng định sướng,1
tao chả sinh mẹ tao ngược buồn,2
cười chứng tỏ mẽ,1
rơm nấu cơm kết,0
cảm ơn . .,1
tiền khôn .,1
"thương vãi , yêu vãi yêu tao thèm",1
per tình yêu bắt đầu kìa bao nhiêu,0
cát ~,1
tao đau,2
giải trí,1
đầu hàng chỗ . má li hôn  giá  % ly hôn sập tiệm,1
tao .,2
uất phản ứng cãi . hì hì yêu,1
tao rỉ sét buồn,2
hồi bé ghiền mùi cười,1
lạy kịch !,1
tội ghê ?,2
"thiệt minh , haha",1
tao trai tao trai,0
sử phạt trường hợp tiếp tục xảy,0
dĩa bay .,0
"per cố gắng nha , đep chờ rung động",1
per  ly trà sữa rơi bồi buồn,2
ỏ yêu cười,1
phát khóc :loudly_khócing_face:,2
thương buồn hào,1
cười ỉa thánh video,1
quen quen,0
mặt tao công thất tình thương ?,2
tội . thương,2
đồng nghiệp kệ mẹ quan trọng lương bao nhiêu,0
mùa trung thu ta mua bánh tặng chạnh ! buồn,2
xưa,0
nhể cười,1
"tui thề dọn phòng sn banh kem , pháo kim tuyến . . khóc bụt đéo",2
"mấy dòg chữ , khuôn mặt bé thể nhịn cười per cười",1
hàng cổ,0
yêu hóa điên :rolling_on_the_floor_cườiing:,1
tối vui vẻ ấm áp đại kỷ nguyên ! tương tác hằng trôi !,1
tụi thương,1
chúc đơn nha klk,1
hôm tuyệt đẹp đượm nỗi buồn mai chg thầy lũ khép cánh cửa toàn khung cảnh ôi thân thương mấy cảnh vật quen trông,2
hành động bao ),2
pháp luật việt nam tiếng hộ,0
tao mày thằng tiền . mày thằng tiền học bổg . mầy mày lựa . đấy hám tiền mày,0
 tr đàn ế vợ . chờ  đăng tuyển chồng haha,1
đại học vui lắm cười we,1
nội dung . mặt bé thoy cưới trai haha,1
bé nấu hoài chín . tức rủ mấy đứa đốt đống rơm hàng xóm,1
"crush đi nhậu say , thịt . hic hic",2
thương thương cười yêu ghê mẹt hờn dỗi,1
quê huyện kế  đi cười,1
cười tươi sống trở tuyệt vời vui,1
tuyển nghiên cứu viên hãng khóa :,1
"tao xong , cầm bút ,",0
"ốp , lo đồ",0
bé cưng . vk cục bảo bối per,1
cưng trời,1
cực kì lĩnh lẫn liều lĩnh,1
aeon tâm lý cười mày . mua que kem nóng,1
lỡ  nhịp tim cưng đấy yêu yêu yêu yêu yêu yêu,1
cười đéo mấy phim truyền hình ấn xl vãi phim qá,1
per chán,2
thấm câu vàng trắng thực tế trắng buồn,2
thoa kem chống nắng .,0
đằng chẳng thịt chẳng muộn,0
kiểu kiểu,0
"nhạc buồn . "" chia chiều hoàng hôn nắng úa màu "" - justin bieber . khóc",2
per . gái hàng thú vị .,1
hiên ngang đất trời vợ đểu đời xong,2
"bình luận buồn cười vl , cừng kinh nghiệm chạy ngỗng cười",1
"ta . "" mẹ kia ta "" .",0
hình câu quen quen le tuyet nguyen,0
chất lắm,1
tao tao khóc  buồn đi,2
crush tao đi . hihe . mai :rolling_on_the_floor_cườiing:,1
khoảnh khắc mày mày đéo  thằng nhóc bụng mẹ buồn,2
mày phim bom,0
khổ sung sướng đéo mệt mỏ,2
tao đẹp troai . hiền lành tao haha vui,1
chủ tịch đi nặn mụn tai kết khóc thét,2
hành vi bố ảnh hưởng đứa . bé cười . bé mẽ . bé bất,0
phát khóc mẹ :loudly_khócing_face:,2
per gớm khoái coi . thú vui biến thái sợ,1
mèo tao gửi  tết thành mèo hàng xóm ( hàng xóm cá ) buồn,2
"bình , hiền lắm , nội tâm lắm",0
thổi khí bong bóng phát nổ,0
ha ha .,1
tao thă ́ mă ́ ta ̣  thă ̀ da đen no ́ quen nho ̉ da tră ́ ngon va ̃  thê ́ nhy ̃. thất vọng,0
bữa cơm trưa tăm tối ava tao buồn,2
per mày,0
già đau khổ,2
"phù hợp thổ nhưỡng , khí hậu . tung hô , dải ngân khổ dân . bóng trách nhiệm chẳng . buồn rying_face:",2
di kịp đỗ bảo đỗ chán qúa,2
rụng tim,1
vui tí,2
tro tàn,2
. bếp dầu thời ta nấu nè,1
xã hội tao ngoan hiền,0
mặt bé kiểu .,0
phim ấn độ lồn,1
biến thành nhện,0
per hè ngoái lịch học vãi cười,1
ràng cắt tóc xong yêu vãi vui vẻ,1
vật chất quyết định thức,0
per thằng đam mê gym . sống giới .:rolling_on_the_floor_cườiing:,1
vui cười,1
yêu phết nhể,1
móng khổ,2
"tán , chối . đéo !",2
per đẹp thiệt mày,1
mùa mưa huhu,2
tình hình đi tập gym,0
ước mấy đứa bá dơ thể chết thay nữ sinh giao gà mấy .,0
gù chỗ khóc,2
"chúc mày mau nhá , team thịt gà tao ?",0
tiếc  xuân .,2
quan tâm bảo vệ,2
phim việt đầu cảnh đẹp !,1
"chia , ôm khóc",2
đắn folow page !,1
 crush gọi ế thâm niêm hả,2
ngài trump đi bún đậu mắm tôm hả ?,0
thương tao,2
"dăm thể hiện tình cảm xưa tao , cưới xong đi đường chồng tao rơi não lặp bao . hihi",2
"thần sắc kia đeo , yên tâm đi hốc hôm hôm hốc lo đéo",0
đụ mẹ cười ỉa ?,1
xong buồn,2
"đi lựa , incheon gánh team mệt tiếng xấu .",1
"per tải thử cún đi , phết",1
", tỉnh giấc cười mơ",0
chủ thớt sấp mặt,2
per nhịn đi,0
ảnh thẻ học sinh xong,1
xong . chia buồn quý quốc,2
tạp hoá đấy hả . cười,0
"vô , mệt lương ,  đồng nghiệp ngừoi gia đình , đi cảm giác thoải mái vui vẻ . thể  tiếng ",1
sống chậm yêu thương,0
đi lụm tờ  rách mua băng keo  dán tờ  lo lắng,1
đời giá bao nhiêu tiền,0
"thuận trái bệnh vui vẻ , tao thuận vả  chả",1
tụt quần chén cười,1
hàng ta gọi đẳng,1
yêu đi cưng khủng khiếp ?,1
cầu khoẻ buồn rying_face:,2
đầm mua bận ngủ mát nè cười per,0
"ôi ám ảnh khứ , ôm",1
" , chuẩn",0
máy . . chờ nhắn chúc . quên . đơn đấy :loudly_khócing_face:,2
cười ỉa phút  : ,1
nhạc tâm trạng . nhạc !,1
per mày may mắn đời mày tao cười,1
nguyên nhân ?,0
tao nghỉ học chủ nhật đi quét lá tre nấu cơm,1
quán mua bim bim nhì cười,1
""" tim , báo .""",0
đường bánh gato tẩm bổ cười,2
váy tóc chấm bi đen trắng huy ghê,0
hài ngợi,0
thương ghê ! lớp hồi học  !,1
yêu tao . quyết định ngủ đấu tranh tư tưởng :rolling_on_the_floor_cườiing:,1
sướng mấy đèo mấy ngực bự đi đường nẩy tâng tâng,1
per thực tế .,0
tội chàng trai,2
cầu chân thương,0
nhây ́ nha haha haha,1
trà sữa,1
xinh !,1
thân vãi_chưởng huhu,2
đương nhiên sốc giới !,2
per nhện mượn hố xí tỏ tình,0
hahahaha . thâm . thiệt cổ tích,1
sắt đi . mún típ hm,1
vui vẻ trời giới dạng hợp thể đấy vui vẻ,1
chấm top đi vui vẻ,0
"toàn đẹp trai . đau tim , tan nát cõi tao .  . ",1
câu mày tao buồn,2
tận nỗi đau buồn,2
tao cảm nắng thượng đế tát tao sóng xô cát tao tỉnh mẹ ngộ haha,0
gu trời . tiếc chồng đứa . huhu,2
khâm phục . chúc may mắn sống .,1
đụ mẹ main đi,1
mầy cute ngoan ngoãn tao toàn okay cười,1
kẻ phê buồn,2
mắt xanh bé ?,0
coi mần mặt kìa trời :rolling_on_the_floor_cườiing:,0
hahah ! tui may mắn haha,1
mẹ thằng tiếng việt giọng phú yên,1
may lớp tao cười,1
"võ nghệ siêu mấy phụ hung khí , bao học võ xắm khẩu hoa cải !",1
chi thằng per bảo câm mồm đập bàn đứng quát “ tao đội quân ” lo lắng,0
gọi nà chất vui vẻ,1
"per nuôi móng đi , mai mốt cắt đem vô triển lãm",0
"tỏ tình lãng mạn kiểu . ôi , ngủ . muộn hm",0
dân truy cứu trách nhiệm hình,0
xinh lo lắng,1
"tao phòng , ngắm nghía rời đi , khép  đẹp đời . tao khóc rối bời , ôm al .",2
hm tưởng tượng gián xink xắm xoè cánh thiên thần bay . buồn,1
chống chuột,0
đám tụi tao đi xưa dọn sạch đồ kêu xếp gọn chút ta đỡ dọn . thức …,1
phim vãi lắm,1
per đem rác vứt haha,1
 . yêu yêu,1
bếp dầu hiện đại,0
chẳng tao cười sặc sụa,1
. lỡ :rolling_on_the_floor_cườiing:,0
thời,0
kết thúc   tg đẹp ta kỷ niệm tiếc nuối lo lắng,2
trông tội vãi,2
tao mọc khôn huhu,2
?,0
học xong lớp  tao mong  đừng bao họp lớp cười,0
dáng đi nội buồn,2
đấy tao,1
chúc đại kỷ nguyên tối ấm áp nha yêu yêu,1
trồi ôi hát đỉnh,1
đầu phòng gym cười,1
đối tác chán,1
công ty .,0
tình đẹp dang dở nham lắm .,2
buồn tiền cười,1
ê đọc xong buồn cười cười toác hàm đi bệnh viện cụ vui vẻ,1
xuân ta mãi chẳng thể xoá nhoà !,2
câu chục heo vàng chả,2
muối mặn vãi,0
bao mảnh đời !,2
đú quan trọng tao yêu củng đi valungtung tao vui cười,1
bành đời,2
per kịp đi chỗ ?,0
cười,1
 trời đấy,0
tiền trồng cạo mủ củ,0
"hí hí . tiến sĩ cừu , thạc sĩ cừu . chẹp chẹp sướng",1
vợ xong béo . hình ngốc,2
per nhột nhẹ,1
niềm đôi dối trá :nháy mắting_face:,1
cổ tích . tao rẽ xi nhan . nhẹ nhàng phán  câu : ‘’  triệu mai cầm  triệu đồn xe ’ thương thương,1
"khóc , mẹ đau .",2
phim nghĩa,1
mai đấu giá thử cai lap cua chứa toàn tài liệu tiếng nhật haha,1
trời đánh miếng,0
hoan hô . công nhân trẻ mầm non,1
đi pháp huhu,2
ta đi cạnh  gái bất lực thể mỉm cười,2
khổ thân mèo buồn,2
chụp màn hình chán . đứa đéo thèm đọc tn .,0
cắn bất chấp cười yêu tụi cuồng si,1
uống buồn,2
buồn thay lớp tao,2
chúc  you hạnh phúc yêu yêu,1
why ? cướp bos  múi tao :loudly_khócing_face:,2
đồng nghiệp nhắng nhít hệ mặt trời cười,1
"tao đứa phim , chắn dự nát xe cười",0
trà sữa tao mập tao buồn,2
kĩ lái tàu thể kéo đường ray tàu bẻ lái chút cứu xe . tiếc xe,2
thay đổi chóng mặt,0
an toàn kiểu trốn .,0
aeon đấy cười,1
mãi mãi yêu =(,2
cảm giác thản vãi,1
"mấy video đầu tư ghê , nội dung diễn xuất",1
trụ đèn đỏ nằm chân cầu cười,0
gái xuất hiện đời,0
tao . cười,1
ko,0
đọc xong mắt ứa,2
"ỏo , cười xong kiểu gian ngập nắng , giới thu bé hai đứa , tim đập thình thịch , , hì cười",1
chúc mày mau khoẻ nhá chủ thớt cười,1
trời đoạn khóc tu tu mệt . khoảnh khắc rời mãi mãi đau thấu ngực trái huhu,2
"xã hội , khâm phục",1
tàu nè,0
cười yêu hapy,1
giun xào đĩa luộc ngon haha,1
 quê bg mùa vải vải ngạc nhiên @,2
per đợi thiệp cưới,1
đen đỏ,0
ha ha nổi !,1
per cảm ơn tao đi hâhah,1
phim zombie yêu thương nè . xúc động buồn rying_face:,2
quét hạt xốp thể . . tẩm xăng chỗ xốp đốt haha,1
thề cưng thiệc cười,1
tao tưởng té đùng . chờ mãi mỏi mắt,2
cửa cười khung sắt cứng tả nổi . đen lắm bung cửa .,0
đi chuyến hm,0
per cổ tích nè ! haha !,1
tui ngắm cảnh tắc đường,0
xài nè hồi đi xí nghiêp gọi lò xô đổ dầu xài,0
lúa . đi du lịch phòng dọn sạch . phòng phòng . chồng la hoài,2
mấy xuất hiện cười,2
tao xấu gái đẹp,2
cay đắng đời buồn chút vị mặn mồ hôi mắt,2
yêu vãi,1
per cười cảm lái oto hôm,1
"ước mèo thể , ẻm  buồn",2
xưa đẹp yêu yêu,1
khổ lao động,2
hình gà rán,2
bos hổng  múi hả buồn buồn,2
đau,2
yêu  yêu buồn rying_face: đòi mấy toàn kêu bình xịu xịu,2
hi vọng câu admin bịa giúp niềm sống haha .,1
buồn nỗi coi video . đéo thể cười nỗi .,2
"đừng bao sợ trở thành , gốc giá trị",0
"gái bánh xong ,",0
yêu nhè yêu gái vui lắm,1
viết cát sóng đập nát matlon cười,1
per mày mày nhảy vũ trụ,0
học sinh yêu,1
"thơ toàn đi đánh bọn trai , thằng nhường nhịn gái",0
tiền đau khổ chán,2
phim god doctor hàn ? bệnh kỉ khả năng  !,1
xưa tao viết gái đọc trộm dẹp mẹ nhật ký,0
mai phim . phim .,1
